el	es 
data\el_es\el\20091124-0900-PLENARY-8-el_es_20091124-16-03-11_8.wav	data\el_es\es\20091124-0900-PLENARY-8-el_es_20091124-16-03-11_8.wav
data\el_es\el\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_0.wav	data\el_es\es\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_0.wav
data\el_es\el\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_1.wav	data\el_es\es\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_1.wav
data\el_es\el\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_10.wav	data\el_es\es\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_10.wav
data\el_es\el\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_11.wav	data\el_es\es\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_11.wav
data\el_es\el\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_12.wav	data\el_es\es\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_12.wav
data\el_es\el\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_14.wav	data\el_es\es\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_14.wav
data\el_es\el\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_3.wav	data\el_es\es\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_3.wav
data\el_es\el\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_4.wav	data\el_es\es\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_4.wav
data\el_es\el\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_5.wav	data\el_es\es\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_5.wav
data\el_es\el\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_6.wav	data\el_es\es\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_6.wav
data\el_es\el\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_7.wav	data\el_es\es\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_7.wav
data\el_es\el\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_9.wav	data\el_es\es\20091125-0900-PLENARY-12-el_es_20091125-16-25-59_9.wav
data\el_es\el\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_0.wav	data\el_es\es\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_0.wav
data\el_es\el\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_1.wav	data\el_es\es\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_1.wav
data\el_es\el\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_2.wav	data\el_es\es\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_2.wav
data\el_es\el\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_3.wav	data\el_es\es\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_3.wav
data\el_es\el\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_4.wav	data\el_es\es\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_4.wav
data\el_es\el\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_5.wav	data\el_es\es\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_5.wav
data\el_es\el\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_6.wav	data\el_es\es\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_6.wav
data\el_es\el\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_7.wav	data\el_es\es\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_7.wav
data\el_es\el\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_8.wav	data\el_es\es\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_8.wav
data\el_es\el\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_9.wav	data\el_es\es\20091125-0900-PLENARY-13-el_es_20091125-17-51-01_9.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-34-22_2.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-34-22_2.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-34-22_3.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-34-22_3.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-36-58_1.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-36-58_1.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-36-58_3.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-36-58_3.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-36-58_4.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-36-58_4.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-36-58_5.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-36-58_5.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-36-58_6.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-36-58_6.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-39-50_3.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-39-50_3.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-39-50_7.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-39-50_7.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-44-08_0.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-44-08_0.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-44-08_1.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-44-08_1.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-44-08_3.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-44-08_3.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-44-08_4.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-44-08_4.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-44-08_5.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-44-08_5.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-44-08_6.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-44-08_6.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-46-13_1.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-46-13_1.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-48-04_1.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-48-04_1.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-48-04_2.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-48-04_2.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-48-04_4.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-48-04_4.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-49-25_2.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-49-25_2.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-49-25_5.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-49-25_5.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-49-25_6.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-49-25_6.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-50-33_1.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-50-33_1.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-50-33_2.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-50-33_2.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-50-33_3.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-50-33_3.wav
data\el_es\el\20091125-0900-PLENARY-14-el_es_20091125-18-50-33_4.wav	data\el_es\es\20091125-0900-PLENARY-14-el_es_20091125-18-50-33_4.wav
data\el_es\el\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_1.wav	data\el_es\es\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_1.wav
data\el_es\el\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_11.wav	data\el_es\es\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_11.wav
data\el_es\el\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_15.wav	data\el_es\es\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_15.wav
data\el_es\el\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_2.wav	data\el_es\es\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_2.wav
data\el_es\el\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_20.wav	data\el_es\es\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_20.wav
data\el_es\el\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_21.wav	data\el_es\es\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_21.wav
data\el_es\el\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_3.wav	data\el_es\es\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_3.wav
data\el_es\el\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_5.wav	data\el_es\es\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_5.wav
data\el_es\el\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_6.wav	data\el_es\es\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_6.wav
data\el_es\el\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_8.wav	data\el_es\es\20091125-0900-PLENARY-18-el_es_20091125-21-05-39_8.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_0.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_0.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_2.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_2.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_3.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_3.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_4.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_4.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_5.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_5.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_6.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_6.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_7.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_7.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_8.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_8.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_9.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-16-53_9.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_1.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_1.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_2.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_2.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_3.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_3.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_4.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_4.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_5.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_5.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_6.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_6.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_7.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_7.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_8.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_8.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_9.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-26-02_9.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-30-07_0.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-30-07_0.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-30-07_1.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-30-07_1.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-30-07_3.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-30-07_3.wav
data\el_es\el\20091125-0900-PLENARY-19-el_es_20091125-22-30-07_4.wav	data\el_es\es\20091125-0900-PLENARY-19-el_es_20091125-22-30-07_4.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_0.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_0.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_1.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_1.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_10.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_10.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_11.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_11.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_12.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_12.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_13.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_13.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_2.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_2.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_5.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_5.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_6.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_6.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_7.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_7.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_8.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_8.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_9.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-01-56_9.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-28-33_0.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-28-33_0.wav
data\el_es\el\20091125-0900-PLENARY-20-el_es_20091125-23-28-33_1.wav	data\el_es\es\20091125-0900-PLENARY-20-el_es_20091125-23-28-33_1.wav
data\el_es\el\20091126-0900-PLENARY-14-el_es_20091126-15-08-49_0.wav	data\el_es\es\20091126-0900-PLENARY-14-el_es_20091126-15-08-49_0.wav
data\el_es\el\20091126-0900-PLENARY-14-el_es_20091126-15-08-49_1.wav	data\el_es\es\20091126-0900-PLENARY-14-el_es_20091126-15-08-49_1.wav
data\el_es\el\20091126-0900-PLENARY-14-el_es_20091126-15-08-49_3.wav	data\el_es\es\20091126-0900-PLENARY-14-el_es_20091126-15-08-49_3.wav
data\el_es\el\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_0.wav	data\el_es\es\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_0.wav
data\el_es\el\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_11.wav	data\el_es\es\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_11.wav
data\el_es\el\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_3.wav	data\el_es\es\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_3.wav
data\el_es\el\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_5.wav	data\el_es\es\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_5.wav
data\el_es\el\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_6.wav	data\el_es\es\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_6.wav
data\el_es\el\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_8.wav	data\el_es\es\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_8.wav
data\el_es\el\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_9.wav	data\el_es\es\20091126-0900-PLENARY-3-el_es_20091126-09-44-55_9.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-18-46-54_0.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-18-46-54_0.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-18-46-54_1.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-18-46-54_1.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-18-46-54_2.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-18-46-54_2.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-18-46-54_3.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-18-46-54_3.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-18-46-54_4.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-18-46-54_4.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-18-46-54_5.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-18-46-54_5.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-19-00-32_0.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-19-00-32_0.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-19-00-32_1.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-19-00-32_1.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-19-00-32_2.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-19-00-32_2.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_0.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_0.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_1.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_1.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_2.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_2.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_5.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_5.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_6.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_6.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_7.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_7.wav
data\el_es\el\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_8.wav	data\el_es\es\20091214-0900-PLENARY-10-el_es_20091214-19-05-34_8.wav
data\el_es\el\20091215-0900-PLENARY-10-el_es_20091215-17-56-45_0.wav	data\el_es\es\20091215-0900-PLENARY-10-el_es_20091215-17-56-45_0.wav
data\el_es\el\20091215-0900-PLENARY-10-el_es_20091215-17-56-45_1.wav	data\el_es\es\20091215-0900-PLENARY-10-el_es_20091215-17-56-45_1.wav
data\el_es\el\20091215-0900-PLENARY-10-el_es_20091215-17-56-45_3.wav	data\el_es\es\20091215-0900-PLENARY-10-el_es_20091215-17-56-45_3.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_0.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_0.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_1.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_1.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_12.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_12.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_13.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_13.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_14.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_14.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_15.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_15.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_16.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_16.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_17.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_17.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_2.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_2.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_20.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_20.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_22.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_22.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_23.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_23.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_24.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_24.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_25.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_25.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_26.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_26.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_27.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_27.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_28.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_28.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_29.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_29.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_30.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_30.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_31.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_31.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_32.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_32.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_33.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_33.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_34.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_34.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_35.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_35.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_36.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_36.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_37.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_37.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_39.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_39.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_4.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_4.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_40.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_40.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_41.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_41.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_42.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_42.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_43.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_43.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_44.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_44.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_45.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_45.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_5.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_5.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_6.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_6.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_7.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_7.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_8.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_8.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_9.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-21-02-09_9.wav
data\el_es\el\20091215-0900-PLENARY-14-el_es_20091215-22-05-17_2.wav	data\el_es\es\20091215-0900-PLENARY-14-el_es_20091215-22-05-17_2.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_0.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_0.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_1.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_1.wav
